cycle,L_Current,L_Temp,L_Temp_max,L_V_avg,L_V_std,L_V_range,L_Time,D_Current,D_Temp,D_Temp_max,D_V_avg,D_V_std,D_V_range,D_Time,V_Delta,T_Delta,RUL
1.0,0.8103838457545656,25.828159826356757,26.923582806506683,3.8765373516354935,0.2505346216104198,0.012570818057545492,12588.312124606216,0.45327800814118513,24.340413101397665,24.883843739175912,3.6495431011487773,0.2718867086560864,0.017431889108854938,20627.525776649203,0.21931098452695172,-0.9540099219309292,29.0
1.0,0.8098815414120637,25.81670806931959,26.956425516626105,3.8640458107183373,0.25051294084887493,0.012581361563368629,12605.498196893523,0.452555101276211,24.26771496707195,24.835299060675798,3.6507107586947405,0.2715619353180932,0.017471274789246264,20606.667741733734,0.21943930107742496,-0.9521352778283265,29.0
1.0,0.8103721295050792,25.794928625414205,26.928790549386807,3.863117216800807,0.25078898283333434,0.012567482310402557,12590.73011443269,0.4529819432213025,24.301432459392714,24.886845630100428,3.6521006858706606,0.2715813790975134,0.017489067226590917,20597.994864871067,0.21899834826421344,-0.9518951905560115,29.0
1.0,0.8083489545067658,25.817872002703442,26.97046958005894,3.871147687529428,0.25066701460592383,0.012569716843585127,12617.13692838759,0.45264036159920545,24.2578260852215,24.87981006402823,3.649321446707139,0.27185331893374903,0.017452438399567324,20622.05523168651,0.21926720364857274,-0.9521162011468908,29.0
1.0,0.8106432822790441,25.800582083998425,26.915401135505846,3.8718467380662007,0.25058425166022524,0.012567941045704785,12607.507569110528,0.4524914585992672,24.271934667505217,24.842250830083177,3.653131101487153,0.2714453317337943,0.017445880805975814,20626.36113598954,0.21891430457907785,-0.9532332863491784,29.0
1.0,0.8096166877592366,25.812955244107393,26.9282560940022,3.874060562994771,0.25027253231093377,0.012578842773857304,12607.101872676132,0.45282870494518407,24.29947083707995,24.864494521710398,3.650231355854427,0.2718017838090794,0.01746498436836816,20665.567540718548,0.21891943965834576,-0.9525531475922023,29.0
1.0,0.8107714556772628,25.812408182203225,26.92305957872937,3.872749356789101,0.2504667200138486,0.012582207230479392,12585.440328091292,0.4531816115341586,24.326405934746838,24.851821192391053,3.651341523472395,0.2723332119374875,0.01744929371015288,20624.81145409691,0.2194063749258176,-0.9528916852980086,29.0
1.0,0.8092601479734803,25.874998591034267,26.966063942776767,3.8734306352155574,0.2505033950532624,0.012576363691673042,12609.0473543313,0.4529723893616361,24.28758943930047,24.883814822262067,3.6522554101808646,0.2713939031201737,0.017448284717273835,20638.895645964374,0.21899662224578542,-0.9528161530553061,29.0
1.0,0.8092933843772356,25.841093147094163,26.931726198099504,3.8699634835966292,0.25003648618986324,0.012607623429282582,12623.234037841064,0.45269650772937486,24.284251278213258,24.8585487593638,3.6448366438108772,0.2713897569815057,0.01746210400553465,20613.79883250565,0.21899430758717034,-0.9527986097400323,29.0
1.0,0.810018170762594,25.82541484796193,26.969102194656674,3.865801728075366,0.24996674876154076,0.012585918089450504,12571.199817626451,0.45303102627703007,24.253505260390032,24.883833881493725,3.6519706735143895,0.2712345462473359,0.017451760039537127,20586.66886685996,0.21915426792775333,-0.9516563430419678,29.0
1.0,0.8084616115553611,25.811073688847628,26.9519690445332,3.8736366233939603,0.25030195621212376,0.012585248446551513,12604.2046973338,0.4519899404328736,24.29629701253444,24.846265339161107,3.6532332291621334,0.2713330598575573,0.01744238911533591,20648.721996129672,0.21915456861639418,-0.9527236820322839,29.0
1.0,0.8093000334274477,25.802403872155008,26.88446561930182,3.866460859250073,0.25057403204117473,0.01258119149178891,12599.564968232919,0.4532585345687249,24.27281444240875,24.839695259191913,3.6498993627509697,0.2714032450230043,0.017457629570318187,20604.15762856048,0.21889369238796919,-0.9529083877193483,29.0
1.0,0.8109067921207375,25.832424276361124,26.908245269822594,3.868556595382531,0.2502431115750143,0.012555952710214504,12602.511099011665,0.45296356060503085,24.326051645846977,24.926622168758023,3.6467985713755255,0.2717844084981361,0.01744635100940359,20638.884510223066,0.21877901989479523,-0.9520168253700216,29.0
1.0,0.8106807205365792,25.84565193597792,26.936698942562334,3.87756623222033,0.25074981215001224,0.012575270378085283,12619.769166826369,0.45279790531010183,24.345047772802516,24.90751864148243,3.650076319577047,0.2716433459495246,0.01746666199113502,20615.66994007328,0.2187868855355367,-0.9526930680635252,29.0
1.0,0.8098933040477233,25.87085853562255,26.94101732163352,3.871241401719527,0.2506083604052846,0.012589801228286217,12588.375895200716,0.4533269854484537,24.269628569403714,24.866679781529808,3.649628636982516,0.2714262124213556,0.017443389395773463,20623.603385480194,0.2189914865683378,-0.9546887648197158,29.0
1.0,0.8110210288018423,25.795617549442316,26.954487584027547,3.8721830792480976,0.25018476164370623,0.01258842630508786,12603.984114902549,0.452998798166765,24.2396818458363,24.85655169462033,3.6585209827598,0.27190380099372197,0.01744792780271849,20596.10109558068,0.21928356152355202,-0.9534083911922498,29.0
1.0,0.8100798682233913,25.789840318857905,26.96789747734009,3.8635920364117187,0.250465477999754,0.012579076772088176,12599.779829879088,0.45253307574257917,24.27240704308775,24.889554539241633,3.6482851705252948,0.27140237071158335,0.017432262505723342,20639.02292207544,0.21909677476612183,-0.9547310860910837,29.0
1.0,0.808816156815872,25.81345742603699,26.951184001043,3.867374375898708,0.25042713383291965,0.012573773957651678,12619.773886497152,0.4527073471278817,24.313752497475825,24.853332912063678,3.652691266539901,0.2715615609272243,0.017428116336043104,20628.79591516397,0.21929310362699164,-0.9532615211281522,29.0
1.0,0.8101574583242362,25.809364654668926,26.933833121288785,3.8640977089487127,0.25047930694806986,0.012607335911123608,12600.392300718193,0.45227629700621286,24.32573958692464,24.915046177054908,3.6583477097367894,0.27196489846746885,0.017457573741920567,20644.081730924718,0.2189896238940567,-0.9514119647195708,29.0
1.0,0.8103206202176603,25.812827791377387,26.974550404251676,3.8715862766558824,0.2505907921176841,0.012578646277138799,12607.31377878215,0.452907133076103,24.31487513243928,24.854443470184645,3.652852091579118,0.27157523145687823,0.017429080911951694,20596.708708953036,0.2192299076720025,-0.9523194973666099,29.0
1.0,0.8101624557666935,25.833402671234772,26.967553351364902,3.8652083728379627,0.2501169656392003,0.012596683677014529,12582.568303827422,0.4531807225062441,24.32847697514721,24.8281980781534,3.650567605177124,0.2716031592800122,0.01745205352567063,20647.906200455865,0.2185689379445635,-0.9511070011477407,29.0
1.0,0.810011384039839,25.849164094862573,26.9128376315035,3.8698191608124186,0.25019731383904875,0.012572154046840837,12598.217621781916,0.45306845188145184,24.272803548877334,24.889670385189667,3.6453681830757705,0.2718208246975413,0.017426082816446045,20623.163874227244,0.21850328647307293,-0.9526191663610669,29.0
1.0,0.8108154959814109,25.838490842999846,26.928492605696185,3.8692191156721867,0.25037481801052897,0.01259045468061158,12590.31237312528,0.45249629150905885,24.279241653377802,24.876747652146744,3.6455337658359337,0.27177731025199714,0.017431115922977927,20593.24039239143,0.21891241397713654,-0.9521582349502477,29.0
1.0,0.8096515904165579,25.817343126612872,26.91491279611317,3.874080155012316,0.2507260165039106,0.012595730962559346,12624.569459037555,0.4530042913779391,24.247817047234598,24.880595479081038,3.6475856267515367,0.27156500872842637,0.017474369786056414,20645.250586922586,0.21892120338094576,-0.9531204986365884,29.0
1.0,0.8110824949525383,25.817326700542782,26.939679649581578,3.8746480726638364,0.2502948915877196,0.0125757084348898,12607.55351853029,0.45252217664696526,24.302579662170498,24.9111466626721,3.647089843312014,0.27183597372240276,0.017417202312575694,20619.64560120449,0.21912257074042543,-0.9536470772050764,29.0
1.0,0.8083914101252353,25.832986192143796,26.92219639145837,3.8670708958532685,0.24992848561508543,0.012554848498016687,12612.044275161712,0.45297309383387,24.31756521282755,24.83790887615654,3.6546643940012977,0.27129907953896315,0.01743589569618487,20606.75035370747,0.21883434854314782,-0.9526603275272464,29.0
